"","Brand","Vehicle","Engine","Engine.code","Torque..Nm.rpm.","Power..hp..","Power.kW..rpm.","Average.fuel.consumption..l.100.km.","CO2..g.km.","Weight.3p.5p..kg","Displacement","Compression.ratio","GearBox.type","Tyre","Traction.type"
"860","Seat","Ibiza (2006)","1.4L 75 hp AT","","126/3800",75,"55/5000",7.5,180,"1067/1094","1390",5,"AT 4","195/55 R15","2wd"
"861","Seat","Ibiza (2006)","1.4L 100 hp","","126/4400",101,"74/6000",6.6,158,"1049/1073","1390",5,"MT","195/55 R15","2wd"
"862","Seat","Ibiza (2006) Sport","1.4L 100 hp","","126/4400",101,"74/6000",6.6,158,"1049/1073","1390",5,"MT","205/45 R16","2wd"
"863","Seat","Ibiza (2006) FR","1.8L T 150 hp","","220/1950-4500",150,"110/5800",7.8,187,"1154/1203","1781",37,"MT","205/40 R17","2wd"
"864","Seat","Ibiza (2006) Cupra","1.8L T 180 hp","","245/2000",180,"132/5800",7.9,190,"1177","1781",37,"MT","205/40 R17","2wd"
"865","Seat","Ibiza (2006)","1.4L TDI 70 hp 3 cyl.","","155/2200",69,"51/4000",4.7,127,"1106/1131","1422",33,"MT","195/55 R15","2wd"
"866","Seat","Ibiza (2006)","1.4L TDI 80 hp 3 cyl.","","195/2200",80,"59/4000",4.6,124,"1106/1131","1422",33,"MT","195/55 R15","2wd"
"867","Seat","Ibiza (2006) Sport","1.4L TDI 80 hp 3 cyl.","","195/2200",80,"59/4000",4.6,124,"1106/1131","1422",33,"MT","205/45 R16","2wd"
"868","Seat","Ibiza (2006)","1.9L TDI 100 hp","","240/1800-2400",101,"74/4000",4.9,132,"1142/1165","1896",32,"MT","195/55 R15","2wd"
"869","Seat","Ibiza (2006) Sport","1.9L TDI 100 hp","","240/1800-2400",101,"74/4000",4.9,132,"1142/1165","1896",32,"MT","205/45 R16","2wd"
"870","Seat","Ibiza (2006) FR","1.9L TDI 130 hp","","310/1900",131,"96/4000",5.2,140,"1192/1218","1896",32,"MT 6","205/40 R17","2wd"
"871","Seat","Ibiza (2006) Cupra","1.9L TDI 160 hp","","330/1900",160,"118/3750",5.4,146,"1215","1896",32,"MT 6","205/40 R17","2wd"
"872","Seat","Ibiza (2006) Ecomotive","1.4L TDI 80 hp DPF 3 cyl.","","195/2200",80,"59/4000",3.8,99,"1159/1184","1422",33,"MT","165/70 R14","2wd"
"873","Seat","Ibiza SportCoupé","1.2L 70 hp 3 cyl.","","112/3000",69,"51/5400",5.9,139,"1049","1198",5,"MT","185/60 R15","2wd"
"874","Seat","Ibiza SportCoupé","1.4L 85 hp","","132/3800",86,"63/5000",6.2,149,"1075","1390",5,"MT","185/60 R15","2wd"
"875","Seat","Ibiza SportCoupé Sport","1.4L 85 hp","","132/3800",86,"63/5000",6.2,149,"1075","1390",5,"MT","215/45 R16","2wd"
"876","Seat","Ibiza SportCoupé","1.6L 105 hp","","153/3800",105,"77/5600",6.6,157,"1090","1598",5,"MT","185/60 R15","2wd"
"877","Seat","Ibiza SportCoupé","1.6L 105 hp DSG 7","","153/3800",105,"77/5600",6.2,148,"1120","1598",5,"DCT 7","185/60 R15","2wd"
"878","Seat","Ibiza SportCoupé Sport","1.6L 105 hp","","153/3800",105,"77/5600",6.6,157,"1090","1598",5,"MT","215/45 R16","2wd"
"879","Seat","Ibiza SportCoupé Sport","1.6L 105 hp DSG 7","","153/3800",105,"77/5600",6.2,148,"1120","1598",5,"DCT 7","215/45 R16","2wd"
"880","Seat","Ibiza SportCoupé FR","1.4L TSI 150 hp DSG 7","","220/1250-4500",150,"110/?",6.3,146,"?","1390",1,"DCT 7","215/40 R17","2wd"
"881","Seat","Ibiza SportCoupé Cupra","1.4L TSI 180 hp DSG 7","","250/1750-4500",180,"132/?",6.7,159,"1244","1390",1,"DCT 7","215/40 R17","2wd"
"882","Seat","Ibiza SportCoupé","1.4L TDI 80 hp DPF 3 cyl.","","195/2200",80,"59/4000",4.3,114,"1150","1422",33,"MT","185/60 R15","2wd"
"883","Seat","Ibiza SportCoupé Ecomotive","1.4L TDI 80 hp DPF 3 cyl.","","195/2200",80,"59/4000",3.7,98,"1140","1422",33,"MT","175/70 R14","2wd"
"884","Seat","Ibiza SportCoupé","1.6L TDI CR 90 hp DPF","","210/1800-2500",90,"66/4000",4.2,109,"1175","1598",20,"MT","185/60 R15","2wd"
"885","Seat","Ibiza SportCoupé Sport","1.6L TDI CR 90 hp DPF","","210/1800-2500",90,"66/4000",4.2,109,"1175","1598",20,"MT","215/45 R16","2wd"
"886","Seat","Ibiza SportCoupé","1.9L TDI 105 hp DPF","","240/1900",105,"77/4000",4.5,119,"1175","1896",32,"MT","185/60 R15","2wd"
"887","Seat","Ibiza SportCoupé Sport","1.9L TDI 105 hp DPF","","240/1900",105,"77/4000",4.5,119,"1175","1896",32,"MT","215/45 R16","2wd"
"888","Seat","Ibiza","1.2L 70 hp 3 cyl.","","112/3000",69,"51/5400",5.9,139,"1074","1198",5,"MT","185/60 R15","2wd"
"889","Seat","Ibiza","1.4L 85 hp","","132/3800",86,"63/5000",6.2,149,"1100","1390",5,"MT","185/60 R15","2wd"
"890","Seat","Ibiza Sport","1.4L 85 hp","","132/3800",86,"63/5000",6.2,149,"1100","1390",5,"MT","215/45 R16","2wd"
"891","Seat","Ibiza","1.6L 105 hp","","153/3800",105,"77/5600",6.6,157,"1115","1598",5,"MT","185/60 R15","2wd"
"892","Seat","Ibiza","1.6L 105 hp DSG 7","","153/3800",105,"77/5600",6.2,148,"1145","1598",5,"DCT 7","185/60 R15","2wd"
"893","Seat","Ibiza Sport","1.6L 105 hp","","153/3800",105,"77/5600",6.6,157,"1115","1598",5,"MT","215/45 R16","2wd"
"894","Seat","Ibiza Sport","1.6L 105 hp DSG 7","","153/3800",105,"77/5600",6.2,148,"1145","1598",5,"DCT 7","215/45 R16","2wd"
"895","Seat","Ibiza","1.4L TSI 150 hp DSG 7","","220/1250-4500",150,"110/?",6.3,146,"?","1390",1,"DCT 7","215/40 R17","2wd"
"896","Seat","Ibiza","1.4L TDI 80 hp DPF 3 cyl.","","195/2200",80,"59/4000",4.3,114,"1175","1422",33,"MT","185/60 R15","2wd"
"897","Seat","Ibiza Ecomotive","1.4L TDI 80 hp DPF 3 cyl.","","195/2200",80,"59/4000",3.7,98,"1165","1422",33,"MT","175/70 R14","2wd"
"898","Seat","Ibiza","1.6L TDI CR 90 hp DPF","","210/1800-2500",90,"66/4000",4.2,109,"?","1598",20,"MT","185/60 R15","2wd"
"899","Seat","Ibiza Sport","1.6L TDI CR 90 hp DPF","","210/1800-2500",90,"66/4000",4.2,109,"?","1598",20,"MT","215/45 R16","2wd"
"900","Seat","Ibiza","1.9L TDI 105 hp DPF","","240/1900",105,"77/4000",4.5,119,"1200","1896",32,"MT","185/60 R15","2wd"
"901","Seat","Ibiza Sport","1.9L TDI 105 hp DPF","","240/1900",105,"77/4000",4.5,119,"1200","1896",32,"MT","215/45 R16","2wd"
"902","Seat","Cordoba","1.4L 85 hp","","130/3800",86,"63/5000",6.5,154,"1150","1390",5,"MT","195/55 R15","2wd"
"903","Seat","Cordoba","1.4L TDI 80 hp","","195/2200",80,"59/4000",4.6,119,"1219","1422",33,"MT","195/55 R15","2wd"
"904","Seat","Cordoba","1.9L TDI 100 hp","","240/1800-2400",101,"74/4000",4.9,132,"1246","1896",32,"MT","195/55 R15","2wd"
"905","Seat","Cordoba Sport","1.9L TDI 100 hp","","240/1800-2400",101,"74/4000",4.9,132,"1246","1896",32,"MT","205/45 R16","2wd"
"906","Seat","Leon","1.4L 85 hp","","130/3600-3800",86,"63/5000",6.9,154,"1251","1390",5,"MT","195/65 R15","2wd"
"907","Seat","Leon","1.6L 102 hp","","148/3800",102,"75/5600",7.2,169,"1280","1595",5,"MT","195/65 R15","2wd"
"908","Seat","Leon","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.2,148,"1324","1390",2,"MT 6","205/55 R16","2wd"
"909","Seat","Leon Sport","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.2,148,"1324","1390",2,"MT 6","225/45 R17","2wd"
"910","Seat","Leon","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",6.8,159,"1395","1798",5,"MT 6","205/55 R16","2wd"
"911","Seat","Leon Sport","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",6.8,159,"1395","1798",5,"MT 6","225/45 R17","2wd"
"912","Seat","Leon Sport","1.8L TSI 160 hp DSG 7","","250/1500-4200",160,"118/5000",6.6,153,"1370","1798",5,"DCT 7","225/45 R17","2wd"
"913","Seat","Leon FR","2.0L TSI 211 hp","","280/1700-5200",211,"155/5300",7.3,170,"1395","1984",37,"MT 6","225/45 R17","2wd"
"914","Seat","Leon FR","2.0L TSI 211 hp","","280/1700-5200",211,"155/5300",7.5,174,"1425","1984",37,"DCT 6","225/45 R17","2wd"
"915","Seat","Leon Cupra","2.0L TSI 240 hp","","300/2200-5500",241,"177/5700",8.2,199,"1450","1984",4,"MT 6","225/40 R18","2wd"
"916","Seat","Leon","1.9L TDI 90 hp","","210/1800-2500",90,"66/4000",5,135,"1365","1896",32,"MT","195/65 R15","2wd"
"917","Seat","Leon Ecomotive","1.9L TDI 105 hp DPF","","250/1900",105,"77/4000",4.5,119,"1325","1896",32,"MT","195/65 R15","2wd"
"918","Seat","Leon","1.9L TDI 105 hp DPF DSG 6","","250/1900",105,"77/4000",5.8,154,"1395","1896",32,"DCT 6","205/55 R16","2wd"
"919","Seat","Leon","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.6,147,"1390","1968",30,"MT 6","205/55 R16","2wd"
"920","Seat","Leon Sport","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.6,147,"1390","1968",30,"MT 6","225/45 R17","2wd"
"921","Seat","Leon Sport","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",5.7,154,"1430","1968",30,"DCT 6","225/45 R17","2wd"
"922","Seat","Leon FR","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.3,139,"1395","1968",20,"MT 6","225/45 R17","2wd"
"923","Seat","Leon FR","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",5.7,150,"1420","1968",20,"DCT 6","225/45 R17","2wd"
"924","Seat","Altea","1.4L 85 hp","","132/3800",86,"63/5000",7.3,159,"1366","1390",5,"MT","195/65 R15","2wd"
"925","Seat","Altea","1.6L 102 hp","","148/3800",102,"75/5600",7.3,173,"1395","1595",4,"MT","195/65 R15","2wd"
"926","Seat","Altea Style","1.6L 102 hp","","148/3800",102,"75/5600",7.3,173,"1395","1595",4,"MT","205/55 R16","2wd"
"927","Seat","Altea","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.4,152,"1439","1390",2,"MT 6","205/55 R16","2wd"
"928","Seat","Altea Sport","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.4,152,"1439","1390",2,"MT 6","225/45 R17","2wd"
"929","Seat","Altea","1.8L TSI 160 hp","","250/1500-4500",160,"118/6200",7.1,165,"1475","1798",38,"MT 6","225/45 R17","2wd"
"930","Seat","Altea","1.8L TSI 160 hp DSG 7","","250/1500-4500",160,"118/6200",6.7,157,"1495","1798",38,"DCT 7","225/45 R17","2wd"
"931","Seat","Altea","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.4,142,"1480","1896",30,"MT","195/65 R15","2wd"
"932","Seat","Altea Style","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.4,142,"1480","1896",30,"MT","205/55 R16","2wd"
"933","Seat","Altea","1.9L TDI 105 hp DSG 6","","250/1900",105,"77/4000",6,159,"1510","1896",30,"DCT 6","205/55 R16","2wd"
"934","Seat","Altea","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.8,157,"1505","1968",30,"MT 6","205/55 R16","2wd"
"935","Seat","Altea Sport","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.8,157,"1505","1968",30,"MT 6","225/45 R17","2wd"
"936","Seat","Altea Sport","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6,160,"1540","1968",30,"DCT 6","225/45 R17","2wd"
"937","Seat","Altea Sport","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.6,146,"1505","1968",20,"MT 6","225/45 R17","2wd"
"938","Seat","Altea XL","1.6L 102 hp","","148/3800",102,"75/5600",7.5,178,"1434","1595",5,"MT","195/65 R15","2wd"
"939","Seat","Altea XL Style","1.6L 102 hp","","148/3800",102,"75/5600",7.5,178,"1434","1595",5,"MT","205/55 R16","2wd"
"940","Seat","Altea XL","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.4,152,"1478","1390",2,"MT 6","205/55 R16","2wd"
"941","Seat","Altea XL Sport","1.4L TSI 125 hp","","200/1500-4000",125,"92/5000",6.4,152,"1478","1390",2,"MT 6","225/45 R17","2wd"
"942","Seat","Altea XL","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.1,165,"1505","1798",5,"MT 6","225/45 R17","2wd"
"943","Seat","Altea XL","1.8L TSI 160 hp DSG 7","","250/1500-4200",160,"118/5000",6.8,159,"1525","1798",5,"DCT 7","225/45 R17","2wd"
"944","Seat","Altea XL","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.4,146,"1519","1896",32,"MT","195/65 R15","2wd"
"945","Seat","Altea XL Style","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.4,146,"1519","1896",32,"MT","205/55 R16","2wd"
"946","Seat","Altea XL Style","1.9L TDI 105 hp DPF DSG 6","","250/1900",105,"77/4000",6,159,"1549","1896",32,"DCT 6","205/55 R16","2wd"
"947","Seat","Altea XL","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.9,157,"1544","1968",28,"MT 6","205/55 R16","2wd"
"948","Seat","Altea XL Sport","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.9,157,"1544","1968",28,"MT 6","225/45 R17","2wd"
"949","Seat","Altea XL Sport","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6,162,"1579","1968",28,"DCT 6","225/45 R17","2wd"
"950","Seat","Altea XLSport","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.7,149,"1544","1968",20,"MT 6","225/45 R17","2wd"
"951","Seat","Altea Freetrack","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4000",6.1,163,"1579","1968",30,"MT 6","225/50 R17","2wd"
"952","Seat","Altea Freetrack","2.0L TDI 140 hp DPF 4x4","","320/1750-2500",140,"103/4000",6.5,171,"1643","1968",30,"MT 6","225/50 R17","4wd"
"953","Seat","Altea Freetrack","2.0L TDI 170 hp DPF 4x4","","350/1750-2500",170,"125/4200",6,159,"1615","1968",20,"MT 6","225/50 R17","4wd"
"954","Seat","Altea Freetrack","2.0L TSI 211 hp DSG 6 4x4","","280/1700-5200",211,"155/5300",8.4,197,"1661","1984",38,"DCT 6","225/50 R17","4wd"
"955","Seat","Toledo","1.6L 102 hp","","148/3800",102,"75/5600",7.7,185,"1419","1595",5,"MT","205/55 R16","2wd"
"956","Seat","Toledo","2.0L FSI 150 hp","","200/3500",150,"110/6000",8.4,201,"1474","1984",12,"MT 6","205/55 R16","2wd"
"957","Seat","Toledo Sport-up","2.0L FSI 150 hp","","200/3500",150,"110/6000",8.4,201,"1474","1984",12,"MT 6","225/45 R17","2wd"
"958","Seat","Toledo","2.0L FSI 150 hp Tiptronic","","200/3500",150,"110/6000",8.9,214,"1515","1984",12,"AT 6","205/55 R16","2wd"
"959","Seat","Toledo Sport-up","2.0L FSI 150 hp Tiptronic","","200/3500",150,"110/6000",9.1,218,"1515","1984",12,"AT 6","225/45 R17","2wd"
"960","Seat","Toledo","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.4,146,"1504","1896",32,"MT","205/55 R16","2wd"
"961","Seat","Toledo","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.9,159,"1529","1968",30,"MT 6","205/55 R16","2wd"
"962","Seat","Toledo Sport-up","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.8,157,"1529","1968",30,"MT 6","225/45 R17","2wd"
"963","Seat","Toledo","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6.2,168,"1564","1968",30,"DCT 6","205/55 R16","2wd"
"964","Seat","Toledo Sport-up","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6,160,"1564","1968",30,"DCT 6","225/45 R17","2wd"
"965","Seat","Toledo","2.0L TDI 170 hp","","350/1800",170,"125/4200",6.2,167,"1529","1968",30,"MT 6","205/55 R16","2wd"
"966","Seat","Toledo Sport-up","2.0L TDI 170 hp","","350/1800",170,"125/4200",6.2,167,"1529","1968",30,"MT 6","225/45 R17","2wd"
"967","Seat","Exeo","1.6L 102 hp","","148/3800",102,"75/5600",7.5,175,"1385","1595",5,"MT 6","205/55 R16","2wd"
"968","Seat","Exeo","1.8L 150 hp","","220/2000",150,"110/5500",7.9,184,"1475","1781",37,"MT 6","205/55 R16","2wd"
"969","Seat","Exeo Sport","1.8L 150 hp","","220/2000",150,"110/5500",7.9,184,"1475","1781",37,"MT","225/45 R17","2wd"
"970","Seat","Exeo","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.7,179,"1505","1984",5,"MT 6","225/45 R17","2wd"
"971","Seat","Exeo","2.0L TDI CR 143 hp DPF","","320/1750-2500",143,"105/4200",5.5,146,"1505","1968",20,"MT 6","205/55 R16","2wd"
"972","Seat","Exeo Sport","2.0L TDI CR 143 hp DPF","","320/1750-2500",143,"105/4200",5.5,146,"1505","1968",20,"MT 6","225/45 R17","2wd"
"973","Seat","Exeo","2.0L TDI CR 170 DPF hp","","350/1750-2500",170,"125/4200",5.9,153,"1530","1968",20,"MT 6","225/45 R17","2wd"
"974","Seat","Exeo ST","1.6L 102 hp","","148/3800",102,"75/5600",7.7,179,"1445","1595",5,"MT 6","205/55 R16","2wd"
"975","Seat","Exeo ST","1.8L 150 hp","","220/1800",150,"110/5700",8.1,189,"1535","1781",37,"MT 6","205/55 R16","2wd"
"976","Seat","Exeo ST Sport","1.8L 150 hp","","220/1800",150,"110/5700",8.1,189,"1535","1781",37,"MT 6","225/45 R17","2wd"
"977","Seat","Exeo ST","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.9,184,"1565","1984",5,"MT 6","225/45 R17","2wd"
"978","Seat","Exeo ST","2.0L TDI CR 143 hp DPF","","320/1750-2500",143,"105/4200",5.7,149,"1565","1968",20,"MT 6","205/55 R16","2wd"
"979","Seat","Exeo ST Sport","2.0L TDI CR 143 hp DPF","","320/1750-2500",143,"105/4200",5.7,149,"1565","1968",20,"MT 6","225/45 R17","2wd"
"980","Seat","Exeo ST","2.0L TDI CR 170 DPF hp","","350/1750-2500",170,"125/4200",5.9,159,"1590","1968",20,"MT 6","225/45 R17","2wd"
"981","Seat","Alhambra","1.8L 150 hp","","220/1800",150,"110/5800",9.4,225,"1674","1781",37,"MT 6","225/45 R17","2wd"
"982","Seat","Alhambra","1.9L TDI 115 hp","","310/1900",116,"85/4000",6.5,172,"1724","1896",28,"MT 6","215/55 R16","2wd"
"983","Seat","Alhambra","1.9L TDI 115 hp Tiptronic","","310/1900",116,"85/4000",7.4,196,"1757","1896",28,"AT 5","215/55 R16","2wd"
"984","Seat","Alhambra Sport +","1.9L TDI 115 hp Tiptronic","","310/1900",116,"85/4000",7.4,196,"1757","1896",28,"AT 5","225/45 R17","2wd"
"985","Seat","Alhambra","1.9L TDI 115 hp 4x4","","310/1900",116,"85/4000",7.1,188,"1784","1896",28,"MT 6","215/55 R16","4wd"
"986","Seat","Alhambra","2.0L TDI 140 hp","","310/1750",140,"103/4000",6.6,175,"1740","1968",28,"MT 6","215/55 R16","2wd"
"987","Seat","Alhambra Ecomotive","2.0L TDI 140 hp","","310/1750",140,"103/4000",6,159,"1740","1968",28,"MT 6","195/60 R16","2wd"
"988","Seat","Alhambra Sport +","2.0L TDI 140 hp","","310/1750",140,"103/4000",6.6,175,"1740","1968",28,"MT 6","225/45 R17","2wd"
"989","Audi","A3","1.4L TFSI 125 hp","","200/1500-4000",125,"92/5000",5.9,140,"1320/1360","1390",2,"MT 6","205/55 R16","2wd"
"990","Audi","A3 Ambiente","1.4L TFSI 125 hp","","200/1500-4000",125,"92/5000",5.9,140,"1320/1360","1390",2,"MT 6","225/45 R17","2wd"
"991","Audi","A3","1.4L TFSI 125 hp S-tronic 7","","200/1500-4000",125,"92/5000",5.6,133,"1345/1385","1390",2,"DCT 7","205/55 R16","2wd"
"992","Audi","A3 Ambiente","1.4L TFSI 125 hp S-tronic 7","","200/1500-4000",125,"92/5000",5.6,133,"1345/1385","1390",2,"DCT 7","225/45 R17","2wd"
"993","Audi","A3","1.8L TFSI 160 hp","","250/1500-4200",160,"118/5000",6.7,155,"1355/1395","1798",38,"MT 6","205/55 R16","2wd"
"994","Audi","A3 Ambiente","1.8L TFSI 160 hp","","250/1500-4200",160,"118/5000",6.7,155,"1355/1395","1798",38,"MT 6","225/45 R17","2wd"
"995","Audi","A3","1.8L TFSI 160 hp S-tronic 7","","250/1500-4200",160,"118/5000",6.6,153,"1370/1410","1798",38,"DCT 7","205/55 R16","2wd"
"996","Audi","A3 Ambiente","1.8L TFSI 160 hp S-tronic 7","","250/1500-4200",160,"118/5000",6.6,153,"1370/1410","1798",38,"DCT 7","225/45 R17","2wd"
"997","Audi","A3 Ambiente","1.8L TFSI 160 hp quattro","","250/1500-4200",160,"118/5000",7.5,174,"1450/1490","1798",38,"MT 6","225/45 R17","4wd"
"998","Audi","A3","2.0L TFSI 200 hp","","280/1800-5000",200,"147/6000",7.1,164,"1370/1410","1984",5,"MT 6","205/55 R16","2wd"
"999","Audi","A3 Ambiente","2.0L TFSI 200 hp","","280/1800-5000",200,"147/6000",7.1,164,"1370/1410","1984",5,"MT 6","225/45 R17","2wd"
"1000","Audi","A3","2.0L TFSI 200 hp S-tronic 6","","280/1800-5000",200,"147/6000",7.2,166,"1405/1445","1984",5,"DCT 6","225/45 R17","2wd"
"1001","Audi","A3","2.0L TFSI 200 hp quattro S-tronic 6","","280/1800-5000",200,"147/6000",7.5,174,"1490/1530","1984",5,"DCT 6","225/45 R17","4wd"
"1002","Audi","S3","2.0L TFSI 265 hp quattro","","350/2500-5000",265,"195/6000",8.5,198,"1530/1570","1984",40,"MT 6","225/40 R18 92 Y","4wd"
"1003","Audi","S3","2.0L TFSI 265 hp quattro S-tronic 6","","350/2500-5000",265,"195/6000",8.3,193,"1550/1590","1984",40,"DCT 6","225/40 R18 92 Y","4wd"
"1004","Audi","A3","3.2L V6 250 hp quattro S-tronic 6","","320/2500-3000",250,"184/6300",9.4,224,"1585/1625","3189",10,"DCT 6","225/45 R17","4wd"
"1005","Audi","A3","1.9L TDIe 105 hp DPF","","250/1900",105,"77/4000",4.5,119,"1355/?","1896",30,"MT","205/55 R16","2wd"
"1006","Audi","A3 Ambiente","1.9L TDIe 105 hp DPF","","250/1900",105,"77/4000",4.5,119,"1355/?","1896",30,"MT","225/45 R17","2wd"
"1007","Audi","A3","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.1,135,"1370/1410","1896",32,"MT","205/55 R16","2wd"
"1008","Audi","A3 Ambiente","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.1,135,"1370/1410","1896",32,"MT","225/45 R17","2wd"
"1009","Audi","A3","1.9L TDI 105 hp DPF","","250/1900",105,"77/4000",4.7,124,"1355/1395","1896",32,"MT","205/55 R16","2wd"
"1010","Audi","A3 Ambiente","1.9L TDI 105 hp DPF","","250/1900",105,"77/4000",4.7,124,"1355/1395","1896",32,"MT","225/45 R17","2wd"
"1011","Audi","A3","1.9L TDI 105 hp DPF S-tronic 6","","250/1900",105,"77/4000",5.9,144,"1395/1435","1896",32,"DCT 6","205/55 R16","2wd"
"1012","Audi","A3 Ambiente","1.9L TDI 105 hp DPF S-tronic 6","","250/1900",105,"77/4000",5.9,144,"1395/1435","1896",32,"DCT 6","225/45 R17","2wd"
"1013","Audi","A3","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4200",5.1,134,"1395/1435","1968",20,"MT 6","205/55 R16","2wd"
"1014","Audi","A3 Ambiente","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4200",5.1,134,"1395/1435","1968",20,"MT 6","225/45 R17","2wd"
"1015","Audi","A3","2.0L TDI 140 hp DPF S-tronic 6","","320/1750-2500",140,"103/4200",5.4,143,"1420/1460","1968",20,"DCT 6","205/55 R16","2wd"
"1016","Audi","A3 Ambiente","2.0L TDI 140 hp DPF S-tronic 6","","320/1750-2500",140,"103/4200",5.4,143,"1420/1460","1968",20,"DCT 6","225/45 R17","2wd"
"1017","Audi","A3","2.0L TDI 140 hp DPF quattro","","320/1750-2500",140,"103/4200",5.6,146,"1495/1535","1968",20,"MT 6","205/55 R16","4wd"
"1018","Audi","A3 Ambiente","2.0L TDI 140 hp DPF quattro","","320/1750-2500",140,"103/4200",5.6,146,"1495/1535","1968",20,"MT 6","225/45 R17","4wd"
"1019","Audi","A3","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.2,139,"1395/1435","1968",20,"MT 6","205/55 R16","2wd"
"1020","Audi","A3 Ambiente","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.2,139,"1395/1435","1968",20,"MT 6","225/45 R17","2wd"
"1021","Audi","A3","2.0L TDI 170 hp DPF S-tronic 6","","350/1750-2500",170,"125/4200",5.6,147,"1420/1460","1968",20,"DCT 6","205/55 R16","2wd"
"1022","Audi","A3 Ambiente","2.0L TDI 170 hp DPF S-tronic 6","","350/1750-2500",170,"125/4200",5.6,147,"1420/1460","1968",20,"DCT 6","225/45 R17","2wd"
"1023","Audi","A3","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",5.6,148,"1500/1540","1968",20,"MT 6","205/55 R16","4wd"
"1024","Audi","A3 Ambiente","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",5.6,148,"1500/1540","1968",20,"MT 6","225/45 R17","4wd"
"1025","Audi","A3 Cabrio","1.6L 102 hp","","148/3800",102,"75/5600",7,167,"1405","1595",4,"MT","205/55 R16","2wd"
"1026","Audi","A3 Cabrio Ambition","1.6L 102 hp","","148/3800",102,"75/5600",7,167,"1405","1595",4,"MT","225/45 R17","2wd"
"1027","Audi","A3 Cabrio","1.8L TFSI 160 hp","","250/1500-4200",160,"118/5000",6.8,159,"1500","1798",38,"MT 6","205/55 R16","2wd"
"1028","Audi","A3 Cabrio Ambition","1.8L TFSI 160 hp","","250/1500-4200",160,"118/5000",6.8,159,"1500","1798",38,"MT 6","225/45 R17","2wd"
"1029","Audi","A3 Cabrio","1.8L TFSI 160 hp S-tronic 7","","250/1500-4200",160,"118/5000",6.7,156,"1530","1798",38,"DCT 7","205/55 R16","2wd"
"1030","Audi","A3 Cabrio Ambition","1.8L TFSI 160 hp S-tronic 7","","250/1500-4200",160,"118/5000",6.7,156,"1530","1798",38,"DCT 7","225/45 R17","2wd"
"1031","Audi","A3 Cabrio","2.0L TFSI 200 hp","","280/1800-5000",200,"147/6000",7.2,169,"1510","1984",5,"MT 6","205/55 R16","2wd"
"1032","Audi","A3 Cabrio Ambition","2.0L TFSI 200 hp","","280/1800-5000",200,"147/6000",7.2,169,"1510","1984",5,"MT 6","225/45 R17","2wd"
"1033","Audi","A3 Cabrio Ambition","2.0L TFSI 200 hp","","280/1800-5000",200,"147/6000",7.3,171,"1560","1984",5,"DCT 6","225/45 R17","2wd"
"1034","Audi","A3 Cabrio","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.1,134,"1500","1896",30,"MT","205/55 R16","2wd"
